Opportunity Name,AccountId,Amount,Close Date,Stage,Product,Sales Agent,Opportunity_ID__c
Streethex - GTX Basic,001i8000001AkgCAAS,465.0,2017-06-17,Closed Won,GTX Basic,Moses Frase,W03CXYET
Konmatfix - MG Special,001i8000001AkfpAAC,50.0,2017-06-14,Closed Won,MG Special,Moses Frase,LZVFFQLN
Vehement Capital Partners - GTX Plus Pro,001i8000001AkgJAAS,5548.0,2017-03-09,Closed Won,GTX Plus Pro,Reed Clapper,MFV0C5RN
Kan-code - MG Advanced,001i8000001AkfmAAC,3558.0,2017-06-03,Closed Won,MG Advanced,Reed Clapper,A1WZEK7U
Singletechno - MG Advanced,001i8000001Akg8AAC,3959.0,2017-03-07,Closed Won,MG Advanced,Rosalina Dieter,516FJUNB
Ron-tech - MG Special,001i8000001Akg3AAC,49.0,2017-03-17,Closed Won,MG Special,Versie Hillebrand,PE8DK02A
Warephase - MG Special,001i8000001AkgKAAS,50.0,2017-06-16,Closed Won,MG Special,Versie Hillebrand,10NTPQUY
Xx-holding - GTX Basic,001i8000001AkgLAAS,523.0,2017-03-08,Closed Won,GTX Basic,Vicki Laflamme,X2EXSMPR
Zoomit - GTX Plus Basic,001i8000001AkgRAAS,1086.0,2017-06-01,Closed Won,GTX Plus Basic,Vicki Laflamme,JCFQVIEG
Goodsilron - GTX Pro,001i8000001AkfdAAC,4445.0,2017-03-09,Closed Won,GTX Pro,Vicki Laflamme,XIWKGJOW
Xx-holding - GTX Basic,001i8000001AkgLAAS,550.0,2017-05-30,Negotiation/Review,GTX Basic,Violet Mclelland,STT3X4NB
Umbrella Corporation - GTX Pro,001i8000001AkgIAAS,4756.0,2017-06-24,Closed Won,GTX Pro,Violet Mclelland,DHGLWIDZ
Gekko & Co - MG Special,001i8000001AkfYAAS,67.0,2017-06-19,Closed Won,MG Special,Violet Mclelland,74VGCEEW
Iselectrics - MG Advanced,001i8000001AkfkAAC,3783.0,2017-06-09,Closed Won,MG Advanced,Wilburn Farren,MXTAIS4Q
Doncon - GTX Basic,001i8000001AkfOAAS,0.0,2017-05-31,Closed Lost,GTX Basic,Zane Levy,YP8QKKEZ
Rantouch - GTX Plus Pro,001i8000001Akg2AAC,0.0,2017-06-27,Closed Lost,GTX Plus Pro,Zane Levy,3TSOEM5K
Dontechi - MG Advanced,001i8000001AkfQAAS,0.0,2017-05-31,Closed Lost,MG Advanced,Anna Snelling,G7RCJBVL
Conecom - GTX Basic,001i8000001AkfKAAS,522.0,2017-03-12,Closed Won,GTX Basic,Anna Snelling,G20IQSA3
Kinnamplus - GTX Plus Basic,001i8000001AkfnAAC,1001.0,2017-03-18,Closed Won,GTX Plus Basic,Boris Faz,Q16BQCEL
Betatech - GTX Plus Pro,001i8000001ALqSAAW,5728.0,2017-05-25,Closed Won,GTX Plus Pro,Cecily Lampkin,9924I5ZF
Codehow - GTX Plus Pro,001i8000001ALqaAAG,4856.0,2017-06-19,Closed Won,GTX Plus Pro,Darcel Schlecht,SLLJT3T1
Cancity - GTX Pro,001i8000001ALqYAAW,5570.0,2017-05-26,Closed Won,GTX Pro,Darcel Schlecht,AAEUN73V
Conecom - MG Advanced,001i8000001AkfKAAS,3647.0,2017-05-26,Closed Won,MG Advanced,Darcel Schlecht,32LY2D1K
Mathtouch - GTX Basic,001i8000001AkftAAC,487.0,2017-06-11,Closed Won,GTX Basic,Donn Cantrell,S2UWELRW
Donquadtech - GTX Plus Basic,001i8000001AkfPAAS,1166.0,2017-06-12,Closed Won,GTX Plus Basic,Donn Cantrell,5VQRLIEZ
Scottech - GTX Basic,001i8000001Akg6AAC,595.0,2017-06-06,Closed Won,GTX Basic,Jonathan Berthelot,6U0CT07B
Condax - MG Special,001i8000001AkfJAAS,49.0,2017-06-04,Closed Won,MG Special,Kami Bicknell,DFN1V29L
Xx-holding - GTX Basic,001i8000001AkgLAAS,599.0,2017-03-19,Closed Won,GTX Basic,Kary Hendrixson,VBZ862OS
Kan-code - GTX Pro,001i8000001AkfmAAC,4506.0,2017-05-15,Closed Won,GTX Pro,Kary Hendrixson,VFKKSJT2
Sunnamplex - GTX Pro,001i8000001AkgEAAS,4512.0,2017-05-06,Closed Won,GTX Pro,Kary Hendrixson,FJMFXCTD
Gogozoom - GTX Basic,001i8000001AkfbAAC,0.0,2017-05-01,Closed Lost,GTX Basic,Lajuana Vencill,LGLIB8TR
Nam-zim - GTX Plus Basic,001i8000001AkfuAAC,1102.0,2017-05-06,Closed Won,GTX Plus Basic,Maureen Marcano,JREGYB42
Rantouch - GTX Basic,001i8000001Akg2AAC,0.0,2017-06-10,Closed Lost,GTX Basic,Rosalina Dieter,9PWM6RYC
Condax - MG Special,001i8000001AkfJAAS,54.0,2017-05-12,Closed Won,MG Special,Versie Hillebrand,EMUA57Q2
Hottechi - MG Special,001i8000001AQMaAAO,62.0,2017-03-17,Closed Won,MG Special,Versie Hillebrand,DB3N4CHN
Rantouch - GTX Basic,001i8000001Akg2AAC,550.0,2017-05-31,Negotiation/Review,GTX Basic,Vicki Laflamme,4CXUC4VR
The New York Inquirer - MG Special,001i8000001AkgFAAS,61.0,2017-03-09,Closed Won,MG Special,Violet Mclelland,OF7GY5F4
Singletechno - GTX Pro,001i8000001Akg8AAC,0.0,2017-05-23,Closed Lost,GTX Pro,Zane Levy,CVFJUYPM
Labdrill - GTX Pro,001i8000001AkfqAAC,4277.0,2017-03-16,Closed Won,GTX Pro,Zane Levy,L5807I4N
Globex Corporation - MG Special,001i8000001AkfaAAC,46.0,2017-05-23,Closed Won,MG Special,Anna Snelling,Q1ZKBGV5
Rundofase - MG Special,001i8000001Akg4AAC,54.0,2017-06-22,Closed Won,MG Special,Anna Snelling,9JKODCAU
Donquadtech - GTX Plus Pro,001i8000001AkfPAAS,6173.0,2017-06-08,Closed Won,GTX Plus Pro,Boris Faz,LELWKXDX
Globex Corporation - GTX Pro,001i8000001AkfaAAC,4821.0,2017-06-01,Negotiation/Review,GTX Pro,Cassey Cress,QRQ8C6MQ
Ganjaflex - MG Advanced,001i8000001AkfXAAS,0.0,2017-03-21,Closed Lost,MG Advanced,Cassey Cress,DA95Q0VE
Sumace - GTX Pro,001i8000001AkgDAAS,0.0,2017-06-11,Closed Lost,GTX Pro,Daniell Hammack,5HMZH1Z9
Toughzap - GTX Pro,001i8000001AkgGAAS,0.0,2017-05-16,Closed Lost,GTX Pro,Darcel Schlecht,05QMFSF0
Konmatfix - GTX Plus Basic,001i8000001AkfpAAC,1149.0,2017-05-28,Closed Won,GTX Plus Basic,Darcel Schlecht,JE245P8R
Silis - GTX Basic,001i8000001Akg7AAC,0.0,2017-05-04,Closed Lost,GTX Basic,Garret Kinder,SFQMEZIW
Dontechi - GTX Plus Basic,001i8000001AkfQAAS,0.0,2017-03-16,Closed Lost,GTX Plus Basic,Jonathan Berthelot,B8RR21XP
Goodsilron - GTX Basic,001i8000001AkfdAAC,568.0,2017-05-22,Closed Won,GTX Basic,Kary Hendrixson,U85VV1BU
J-Texon - GTX Basic,001i8000001AkflAAC,567.0,2017-05-30,Closed Won,GTX Basic,Kary Hendrixson,V6HB68BL
Genco Pura Olive Oil Company - GTX Basic,001i8000001AkfZAAS,542.0,2017-03-09,Closed Won,GTX Basic,Lajuana Vencill,H9JPB7GW
Conecom - GTX Basic,001i8000001AkfKAAS,0.0,2017-05-28,Closed Lost,GTX Basic,Marty Freudenburg,8LFNU39A
Funholding - GTX Plus Basic,001i8000001AkfWAAS,1062.0,2017-03-16,Closed Won,GTX Plus Basic,Marty Freudenburg,SWPTTVQZ
Fasehatice - GTX Plus Basic,001i8000001AkfSAAS,1057.0,2017-03-13,Closed Won,GTX Plus Basic,Maureen Marcano,GKJLM1UR
Globex Corporation - GTX Plus Basic,001i8000001AkfaAAC,1020.0,2017-06-01,Closed Won,GTX Plus Basic,Moses Frase,8L1ZHTPL
Green-Plus - GTX Basic,001i8000001AkfeAAC,535.0,2017-05-11,Closed Won,GTX Basic,Zane Levy,4XX690SP
Codehow - GTX Basic,001i8000001ALqaAAG,522.0,2017-06-13,Closed Won,GTX Basic,Anna Snelling,JSDGELLK
Rangreen - GTX Basic,001i8000001Akg1AAC,544.0,2017-05-14,Closed Won,GTX Basic,Anna Snelling,LV1754PS
Genco Pura Olive Oil Company - MG Advanced,001i8000001AkfZAAS,3081.0,2017-06-07,Closed Won,MG Advanced,Anna Snelling,JIYYV11P
dambase - MG Special,001i8000001AkfMAAS,51.0,2017-05-18,Closed Won,MG Special,Cecily Lampkin,6TB7XA83
Zencorporation - GTX Plus Basic,001i8000001AkgQAAS,0.0,2017-05-09,Closed Lost,GTX Plus Basic,Corliss Cosme,U5UM9W8V
Acme Corporation - GTX Plus Basic,001i8000001ALqQAAW,0.0,2017-05-06,Closed Lost,GTX Plus Basic,Daniell Hammack,POB32WHJ
Streethex - GTX Plus Basic,001i8000001AkgCAAS,1076.0,2017-03-20,Closed Won,GTX Plus Basic,Darcel Schlecht,4T8KR12S
Y-corporation - MG Advanced,001i8000001AkgNAAS,3685.0,2017-05-09,Closed Won,MG Advanced,James Ascencio,JA0D4V57
Hottechi - GTX Plus Basic,001i8000001AQMaAAO,0.0,2017-05-13,Closed Lost,GTX Plus Basic,Jonathan Berthelot,6CKB8I8U
Golddex - GTX Pro,001i8000001AkfcAAC,3997.0,2017-05-18,Closed Won,GTX Pro,Kami Bicknell,HKBAON9X
Y-corporation - MG Special,001i8000001AkgNAAS,51.0,2017-03-18,Closed Won,MG Special,Kami Bicknell,7S1N6QHI
Sunnamplex - MG Advanced,001i8000001AkgEAAS,3164.0,2017-03-21,Closed Won,MG Advanced,Kami Bicknell,CHI2T3IH
Funholding - GTX Basic,001i8000001AkfWAAS,496.0,2017-06-22,Closed Won,GTX Basic,Lajuana Vencill,X7HK448T
Faxquote - MG Advanced,001i8000001AkfTAAS,0.0,2017-05-13,Closed Lost,MG Advanced,Markita Hansen,1YYN3PBU
Stanredtax - GTX Basic,001i8000001AkgAAAS,579.0,2017-03-26,Closed Won,GTX Basic,Marty Freudenburg,R4L36Y0P
Xx-holding - GTX Basic,001i8000001AkgLAAS,0.0,2017-05-20,Closed Lost,GTX Basic,Maureen Marcano,CPTEPYPZ
Bioholding - GTX Pro,001i8000001ALqTAAW,0.0,2017-05-02,Closed Lost,GTX Pro,Niesha Huffines,AJJ7VJWA
Treequote - GTX Pro,001i8000001AkgHAAS,0.0,2017-05-27,Closed Lost,GTX Pro,Niesha Huffines,8BR6E4S6
Kan-code - GTX Basic,001i8000001AkfmAAC,521.0,2017-06-27,Closed Won,GTX Basic,Reed Clapper,YNKWBEEN
Gekko & Co - MG Advanced,001i8000001AkfYAAS,3889.0,2017-03-07,Closed Won,MG Advanced,Reed Clapper,SARVIBLS
Plussunin - MG Advanced,001i8000001Akg0AAC,3340.0,2017-03-12,Closed Won,MG Advanced,Rosie Papadopoulos,M4ZNQTEQ
Finhigh - MG Special,001i8000001AkfUAAS,0.0,2017-03-20,Closed Lost,MG Special,Versie Hillebrand,K0GWTWYL
Cheers - GTX Pro,001i8000001ALqZAAW,0.0,2017-05-11,Closed Lost,GTX Pro,Vicki Laflamme,TCSQO748
Acme Corporation - GTX Pro,001i8000001ALqQAAW,4821.0,2017-06-02,Negotiation/Review,GTX Pro,Zane Levy,7TI1WTV9
Blackzim - GTX Pro,001i8000001ALqVAAW,5876.0,2017-06-11,Closed Won,GTX Pro,Zane Levy,ITCY8YV0
Toughzap - GTX Plus Pro,001i8000001AkgGAAS,5092.0,2017-05-29,Closed Won,GTX Plus Pro,Anna Snelling,SAUAOZVO
Massive Dynamic - GTX Plus Basic,001i8000001AkfsAAC,0.0,2017-05-09,Closed Lost,GTX Plus Basic,Boris Faz,1XHLB0Q5
Acme Corporation - GTX Plus Basic,001i8000001ALqQAAW,966.0,2017-06-08,Closed Won,GTX Plus Basic,Daniell Hammack,OJVA8ZEK
Opentech - GTX Plus Pro,001i8000001AkfxAAC,6024.0,2017-03-21,Closed Won,GTX Plus Pro,Daniell Hammack,UAX3F7D4
Condax - MG Advanced,001i8000001AkfJAAS,3759.0,2017-03-14,Closed Won,MG Advanced,Daniell Hammack,7PDUWDGT
Streethex - GTX Pro,001i8000001AkgCAAS,0.0,2017-05-24,Closed Lost,GTX Pro,Darcel Schlecht,QWJ2TRQM
Donquadtech - GTX Pro,001i8000001AkfPAAS,4443.0,2017-03-23,Closed Won,GTX Pro,Donn Cantrell,3AU5SZ3V
Cheers - MG Advanced,001i8000001ALqZAAW,3397.0,2017-06-28,Closed Won,MG Advanced,Hayden Neloms,BVOO33UA
Singletechno - GTX Plus Pro,001i8000001Akg8AAC,0.0,2017-03-15,Closed Lost,GTX Plus Pro,James Ascencio,SC7XGQVA
Sunnamplex - MG Special,001i8000001AkgEAAS,0.0,2017-05-14,Closed Lost,MG Special,James Ascencio,UY45Y7AM
Domzoom - MG Special,001i8000001AkfNAAS,59.0,2017-05-05,Closed Won,MG Special,Jonathan Berthelot,M92Y63Q3
Cancity - GTX Basic,001i8000001ALqYAAW,0.0,2017-05-12,Closed Lost,GTX Basic,Lajuana Vencill,JXAYTFNI
dambase - GTX Basic,001i8000001AkfMAAS,0.0,2017-05-21,Closed Lost,GTX Basic,Lajuana Vencill,BMM5D5R4
Rangreen - GTX Basic,001i8000001Akg1AAC,494.0,2017-06-06,Closed Won,GTX Basic,Lajuana Vencill,PSGTTYUT
Codehow - GTX Plus Basic,001i8000001ALqaAAG,1060.0,2017-05-16,Closed Won,GTX Plus Basic,Lajuana Vencill,JRC2PMKX
Blackzim - MG Special,001i8000001ALqVAAW,55.0,2017-06-03,Negotiation/Review,MG Special,Markita Hansen,JA5G7YBO
Scottech - MG Special,001i8000001Akg6AAC,0.0,2017-05-26,Closed Lost,MG Special,Marty Freudenburg,6M5LV1ZE
Bioplex - MG Special,001i8000001ALqUAAW,55.0,2017-06-03,Negotiation/Review,MG Special,Rosie Papadopoulos,CZ8PPZTC
Vehement Capital Partners - MG Special,001i8000001AkgJAAS,0.0,2017-05-19,Closed Lost,MG Special,Rosie Papadopoulos,IBZQBCSU
Domzoom - GTX Basic,001i8000001AkfNAAS,0.0,2017-05-30,Closed Lost,GTX Basic,Versie Hillebrand,YABTM1G5
Faxquote - GTX Basic,001i8000001AkfTAAS,624.0,2017-05-11,Closed Won,GTX Basic,Vicki Laflamme,FPTH6URQ
Goodsilron - GTX Basic,001i8000001AkfdAAC,565.0,2017-05-08,Closed Won,GTX Basic,Vicki Laflamme,S3XE14XP
Konex - GTX Basic,001i8000001AkfoAAC,642.0,2017-06-14,Closed Won,GTX Basic,Vicki Laflamme,U6Q0T9KV
Newex - MG Advanced,001i8000001AkfvAAC,3393.0,2017-06-03,Negotiation/Review,MG Advanced,Violet Mclelland,YQ0Y0YQS
Betasoloin - MG Special,001i8000001ALqRAAW,48.0,2017-03-14,Closed Won,MG Special,Violet Mclelland,HRWHRCH8
Donware - MG Special,001i8000001AkfRAAS,60.0,2017-05-19,Closed Won,MG Special,Violet Mclelland,8B29CRQL
Kan-code - GTX Basic,001i8000001AkfmAAC,522.0,2017-05-18,Closed Won,GTX Basic,Boris Faz,3KM8WN7L
Umbrella Corporation - GTX Plus Pro,001i8000001AkgIAAS,4701.0,2017-03-18,Closed Won,GTX Plus Pro,Cassey Cress,S0XILDHQ
Scottech - GTX Plus Pro,001i8000001Akg6AAC,0.0,2017-05-20,Closed Lost,GTX Plus Pro,Darcel Schlecht,ZVR3CS7N
Singletechno - GTX Pro,001i8000001Akg8AAC,4987.0,2017-03-13,Closed Won,GTX Pro,Elease Gluck,AZH0INTS
Inity - GTX Basic,001i8000001AkfiAAC,579.0,2017-05-31,Closed Won,GTX Basic,Jonathan Berthelot,9AMJKJX6
Kan-code - GTX Basic,001i8000001AkfmAAC,494.0,2017-06-29,Closed Won,GTX Basic,Kary Hendrixson,3NQBMKOK
Isdom - GTX Basic,001i8000001AkfjAAC,545.0,2017-06-11,Closed Won,GTX Basic,Marty Freudenburg,VBG91TQH
Y-corporation - GTX Basic,001i8000001AkgNAAS,584.0,2017-06-01,Closed Won,GTX Basic,Maureen Marcano,QZE24X2H
dambase - MG Advanced,001i8000001AkfMAAS,3714.0,2017-06-09,Closed Won,MG Advanced,Moses Frase,WSPBQ5YR
Finhigh - MG Advanced,001i8000001AkfUAAS,3423.0,2017-05-15,Closed Won,MG Advanced,Niesha Huffines,YJJ1BLPQ
Ron-tech - MG Advanced,001i8000001Akg3AAC,3167.0,2017-03-19,Closed Won,MG Advanced,Niesha Huffines,XUGTSB00
Acme Corporation - GTX Basic,001i8000001ALqQAAW,0.0,2017-05-29,Closed Lost,GTX Basic,Reed Clapper,3DKK3JF3
Xx-holding - GTX Plus Basic,001i8000001AkgLAAS,987.0,2017-05-29,Closed Won,GTX Plus Basic,Rosalina Dieter,I0TSIELX
Konex - MG Advanced,001i8000001AkfoAAC,0.0,2017-06-06,Closed Lost,MG Advanced,Rosie Papadopoulos,420PORSF
Domzoom - MG Advanced,001i8000001AkfNAAS,0.0,2017-05-21,Closed Lost,MG Advanced,Versie Hillebrand,DVCPCBMJ
Dontechi - MG Advanced,001i8000001AkfQAAS,3428.0,2017-05-24,Closed Won,MG Advanced,Versie Hillebrand,UMZ986GC
Warephase - MG Special,001i8000001AkgKAAS,55.0,2017-06-04,Negotiation/Review,MG Special,Violet Mclelland,I7BWM5O0
Gekko & Co - MG Special,001i8000001AkfYAAS,0.0,2017-05-22,Closed Lost,MG Special,Violet Mclelland,UPQRP36U
Hottechi - GTX Plus Basic,001i8000001AQMaAAO,1149.0,2017-05-31,Closed Won,GTX Plus Basic,Zane Levy,RZI9HX5X
Globex Corporation - GTX Plus Pro,001i8000001AkfaAAC,6023.0,2017-06-11,Closed Won,GTX Plus Pro,Anna Snelling,WFJPWN9O
Bluth Company - GTX Basic,001i8000001ALqWAAW,0.0,2017-06-04,Closed Lost,GTX Basic,Cassey Cress,2WH4NUR9
Scottech - MG Special,001i8000001Akg6AAC,47.0,2017-03-17,Closed Won,MG Special,Cecily Lampkin,S93L97VV
Donquadtech - GTX Basic,001i8000001AkfPAAS,542.0,2017-03-10,Closed Won,GTX Basic,Corliss Cosme,HRU8FNE1
Xx-zobam - GTX Pro,001i8000001AkgMAAS,4980.0,2017-03-16,Closed Won,GTX Pro,Corliss Cosme,JDFN8AZI
Funholding - GTX Pro,001i8000001AkfWAAS,4978.0,2017-05-28,Closed Won,GTX Pro,Darcel Schlecht,11EK1VP7
Vehement Capital Partners - GTX Pro,001i8000001AkgJAAS,5256.0,2017-06-10,Closed Won,GTX Pro,Donn Cantrell,50HQRWGJ
Hottechi - GTX Pro,001i8000001AQMaAAO,4327.0,2017-06-07,Closed Won,GTX Pro,Elease Gluck,N90VSHI2
Donware - GTX Pro,001i8000001AkfRAAS,5022.0,2017-05-15,Closed Won,GTX Pro,Garret Kinder,21PRD9FN
Bioholding - GTX Plus Pro,001i8000001ALqTAAW,4887.0,2017-03-11,Closed Won,GTX Plus Pro,Gladys Colclough,ITIQJARB
Stanredtax - MG Advanced,001i8000001AkgAAAS,3724.0,2017-03-21,Closed Won,MG Advanced,Gladys Colclough,EAUV9J9L
Y-corporation - GTX Basic,001i8000001AkgNAAS,535.0,2017-03-11,Closed Won,GTX Basic,James Ascencio,XWEZ1WNK
Dontechi - GTX Basic,001i8000001AkfQAAS,550.0,2017-06-05,Negotiation/Review,GTX Basic,Kary Hendrixson,ZTLLHCBU
Blackzim - GTX Plus Pro,001i8000001ALqVAAW,0.0,2017-05-24,Closed Lost,GTX Plus Pro,Kary Hendrixson,JTSUYWUD
Singletechno - MG Advanced,001i8000001Akg8AAC,3969.0,2017-03-15,Closed Won,MG Advanced,Markita Hansen,CJ5U6GX3
Blackzim - GTX Plus Basic,001i8000001ALqVAAW,1096.0,2017-06-05,Negotiation/Review,GTX Plus Basic,Maureen Marcano,SLYFFVBE
Toughzap - GTX Plus Pro,001i8000001AkgGAAS,6805.0,2017-03-13,Closed Won,GTX Plus Pro,Moses Frase,HDUV7VJN
Isdom - GTX Plus Basic,001i8000001AkfjAAC,1190.0,2017-06-12,Closed Won,GTX Plus Basic,Niesha Huffines,5OCY2XME
Condax - GTX Plus Pro,001i8000001AkfJAAS,4821.0,2017-05-29,Closed Won,GTX Plus Pro,Rosie Papadopoulos,1YB00UYY
Dalttechnology - GTX Basic,001i8000001AkfLAAS,550.0,2017-06-05,Negotiation/Review,GTX Basic,Vicki Laflamme,NCMT5KK3
Kinnamplus - MG Special,001i8000001AkfnAAC,53.0,2017-05-06,Closed Won,MG Special,Violet Mclelland,Y23HQJRG
Vehement Capital Partners - MG Advanced,001i8000001AkgJAAS,3087.0,2017-05-22,Closed Won,MG Advanced,Cassey Cress,9HXSC391
Bioholding - MG Special,001i8000001ALqTAAW,59.0,2017-06-03,Closed Won,MG Special,Cecily Lampkin,ENOMNCOJ
Bubba Gump - GTX Plus Basic,001i8000001ALqXAAW,857.0,2017-06-02,Closed Won,GTX Plus Basic,Corliss Cosme,CG4TWLUR
Massive Dynamic - GTX Plus Basic,001i8000001AkfsAAC,1142.0,2017-06-27,Closed Won,GTX Plus Basic,Daniell Hammack,0FIG6ZP2
Ganjaflex - GTX Basic,001i8000001AkfXAAS,566.0,2017-05-14,Closed Won,GTX Basic,Donn Cantrell,IA62KQBO
Xx-zobam - MG Advanced,001i8000001AkgMAAS,4291.0,2017-03-18,Closed Won,MG Advanced,Garret Kinder,C54ZXDLT
Rantouch - GTX Plus Basic,001i8000001Akg2AAC,1039.0,2017-06-16,Closed Won,GTX Plus Basic,Hayden Neloms,X96MMTCI
Xx-holding - MG Advanced,001i8000001AkgLAAS,3151.0,2017-05-19,Closed Won,MG Advanced,Hayden Neloms,P4RDU8QM
Gogozoom - GTX Basic,001i8000001AkfbAAC,590.0,2017-03-24,Closed Won,GTX Basic,Jonathan Berthelot,7C9Q2ZA3
Ron-tech - MG Advanced,001i8000001Akg3AAC,3217.0,2017-03-18,Closed Won,MG Advanced,Jonathan Berthelot,YZ1EYM3Y
Zoomit - GTX Basic,001i8000001AkgRAAS,597.0,2017-03-11,Closed Won,GTX Basic,Kami Bicknell,M7J5BV9Q
Newex - GTX Pro,001i8000001AkfvAAC,4918.0,2017-05-11,Closed Won,GTX Pro,Kary Hendrixson,MDRX39D8
Scotfind - GTX Pro,001i8000001Akg5AAC,5266.0,2017-03-19,Closed Won,GTX Pro,Kary Hendrixson,7GRFWF1U
Finhigh - MG Advanced,001i8000001AkfUAAS,0.0,2017-05-14,Closed Lost,MG Advanced,Lajuana Vencill,EHP6OQ69
Silis - GTX Basic,001i8000001Akg7AAC,550.0,2017-06-06,Negotiation/Review,GTX Basic,Markita Hansen,JDXSS1HT
Singletechno - GTX Basic,001i8000001Akg8AAC,0.0,2017-05-17,Closed Lost,GTX Basic,Markita Hansen,4R1NMA9E
Blackzim - MG Special,001i8000001ALqVAAW,61.0,2017-05-07,Closed Won,MG Special,Markita Hansen,CDA8Y12G
Faxquote - MG Advanced,001i8000001AkfTAAS,3470.0,2017-05-31,Closed Won,MG Advanced,Markita Hansen,RYLLRATF
Betatech - GTX Basic,001i8000001ALqSAAW,0.0,2017-06-26,Closed Lost,GTX Basic,Moses Frase,KEF5O2Q6
Newex - MG Special,001i8000001AkfvAAC,48.0,2017-05-28,Closed Won,MG Special,Rosalina Dieter,Y38ULZPM
Acme Corporation - MG Special,001i8000001ALqQAAW,61.0,2017-06-22,Closed Won,MG Special,Rosie Papadopoulos,YFP8IZ98
Blackzim - MG Special,001i8000001ALqVAAW,0.0,2017-05-26,Closed Lost,MG Special,Vicki Laflamme,U9CDTLZM
Silis - GTX Basic,001i8000001Akg7AAC,0.0,2017-05-29,Closed Lost,GTX Basic,Violet Mclelland,V5AN4BZF
Y-corporation - GTX Basic,001i8000001AkgNAAS,0.0,2017-06-05,Closed Lost,GTX Basic,Zane Levy,58J6HCYK
Plusstrip - GTX Plus Basic,001i8000001AkfzAAC,0.0,2017-05-27,Closed Lost,GTX Plus Basic,Zane Levy,GDGR4C37
Inity - GTX Basic,001i8000001AkfiAAC,0.0,2017-05-22,Closed Lost,GTX Basic,Anna Snelling,COOYICXU
Hottechi - GTX Plus Pro,001i8000001AQMaAAO,0.0,2017-05-11,Closed Lost,GTX Plus Pro,Anna Snelling,UALNIVAY
Streethex - GTX Basic,001i8000001AkgCAAS,595.0,2017-06-11,Closed Won,GTX Basic,Anna Snelling,E5UW8AGQ
Zumgoity - MG Special,001i8000001AkgTAAS,51.0,2017-06-01,Closed Won,MG Special,Anna Snelling,EWA9JFBA
Opentech - MG Special,001i8000001AkfxAAC,0.0,2017-06-08,Closed Lost,MG Special,Boris Faz,99DK6OHX
Kan-code - GTX Pro,001i8000001AkfmAAC,4624.0,2017-05-25,Closed Won,GTX Pro,Cassey Cress,MK57PHV1
Mathtouch - GTX Basic,001i8000001AkftAAC,550.0,2017-06-07,Negotiation/Review,GTX Basic,Daniell Hammack,26CH1NDR
Finhigh - GTX Plus Basic,001i8000001AkfUAAS,0.0,2017-05-15,Closed Lost,GTX Plus Basic,Darcel Schlecht,ZGZSYIJV
Bioholding - MG Special,001i8000001ALqTAAW,0.0,2017-05-28,Closed Lost,MG Special,Darcel Schlecht,6LI7FXQT
Funholding - GTX Basic,001i8000001AkfWAAS,571.0,2017-06-17,Closed Won,GTX Basic,Darcel Schlecht,D01U0UR8
Lexiqvolax - MG Advanced,001i8000001AkfrAAC,3333.0,2017-03-25,Closed Won,MG Advanced,Elease Gluck,9LFX3HBC
Isdom - GTX Plus Pro,001i8000001AkfjAAC,4853.0,2017-05-16,Closed Won,GTX Plus Pro,Gladys Colclough,JP3IMU5X
Toughzap - MG Special,001i8000001AkgGAAS,51.0,2017-06-08,Closed Won,MG Special,Gladys Colclough,5I8WOI8P
Zotware - MG Special,001i8000001AkgSAAS,55.0,2017-06-07,Negotiation/Review,MG Special,James Ascencio,LJBQ7P0V
Cheers - GTX Basic,001i8000001ALqZAAW,0.0,2017-05-23,Closed Lost,GTX Basic,James Ascencio,7C9BUYV0
Cheers - GTX Pro,001i8000001ALqZAAW,5035.0,2017-06-17,Closed Won,GTX Pro,Kami Bicknell,GMVW87C4
Codehow - MG Special,001i8000001ALqaAAG,51.0,2017-06-01,Closed Won,MG Special,Marty Freudenburg,NY9ARKRE
Dalttechnology - GTX Pro,001i8000001AkfLAAS,4342.0,2017-06-09,Closed Won,GTX Pro,Maureen Marcano,XO3XXR9X
Codehow - MG Advanced,001i8000001ALqaAAG,0.0,2017-03-13,Closed Lost,MG Advanced,Versie Hillebrand,8QBIFURM
Vehement Capital Partners - MG Special,001i8000001AkgJAAS,48.0,2017-06-22,Closed Won,MG Special,Violet Mclelland,ZWAJWK40
Kan-code - GTX Plus Pro,001i8000001AkfmAAC,5215.0,2017-05-18,Closed Won,GTX Plus Pro,Zane Levy,WQ0C723A
Streethex - GTX Plus Basic,001i8000001AkgCAAS,0.0,2017-05-12,Closed Lost,GTX Plus Basic,Anna Snelling,RCQ32MXL
Gogozoom - MG Special,001i8000001AkfbAAC,58.0,2017-03-19,Closed Won,MG Special,Anna Snelling,396WP6JS
Finhigh - MG Advanced,001i8000001AkfUAAS,3587.0,2017-03-20,Closed Won,MG Advanced,Cecily Lampkin,57689GK9
Warephase - MG Advanced,001i8000001AkgKAAS,2915.0,2017-05-29,Closed Won,MG Advanced,Cecily Lampkin,S2WDGIHL
Konex - GTX Pro,001i8000001AkfoAAC,4762.0,2017-06-28,Closed Won,GTX Pro,Daniell Hammack,8VG88HMH
Gekko & Co - GTX Plus Basic,001i8000001AkfYAAS,1062.0,2017-06-12,Closed Won,GTX Plus Basic,Garret Kinder,TF7HCU69
